"sifra_ko","obcina"
960,"ŠOŠTANJ"
961,"ŠOŠTANJ"
962,"ŠMARTNO OB PAKI"
963,"ŠOŠTANJ"
964,"MOZIRJE"
964,"VELENJE"
965,"VELENJE"
966,"VELENJE"
967,"VELENJE"
968,"VELENJE"
969,"ŠMARTNO OB PAKI"
970,"ŠMARTNO OB PAKI"
971,"ŠMARTNO OB PAKI"
972,"ŠMARTNO OB PAKI"
973,"ŠMARTNO OB PAKI"
974,"VELENJE"
975,"VELENJE"
976,"VELENJE"
977,"ŽALEC"
978,"ŽALEC"
978,"MARIBOR"
979,"ŽALEC"
980,"POLZELA"
981,"POLZELA"
982,"POLZELA"
983,"BRASLOVČE"
984,"BRASLOVČE"
985,"BRASLOVČE"
986,"BRASLOVČE"
987,"BRASLOVČE"
988,"POLZELA"
988,"BRASLOVČE"
989,"BRASLOVČE"
990,"BRASLOVČE"
991,"POLZELA"
991,"BRASLOVČE"
992,"POLZELA"
993,"POLZELA"
994,"ŽALEC"
995,"ŽALEC"
996,"ŽALEC"
997,"ŽALEC"
998,"ŽALEC"
999,"ŽALEC"
1000,"ŽALEC"
1001,"ŽALEC"
1002,"ŽALEC"
1003,"ŽALEC"
1004,"ŽALEC"
1004,"PREBOLD"
1005,"ŽALEC"
1005,"PREBOLD"
1006,"PREBOLD"
1006,"BRASLOVČE"
1006,"ŽALEC"
1006,"POLZELA"
1007,"BRASLOVČE"
1008,"BRASLOVČE"
1009,"TABOR"
1010,"VRANSKO"
1011,"VRANSKO"
1012,"VRANSKO"
1013,"VRANSKO"
1014,"VRANSKO"
1015,"VRANSKO"
1016,"TABOR"
1017,"TRBOVLJE"
1017,"TABOR"
1018,"BRASLOVČE"
1018,"PREBOLD"
1019,"PREBOLD"
1020,"ŽALEC"
1021,"ŽALEC"
1022,"LAŠKO"
1023,"LAŠKO"
1024,"LAŠKO"
1025,"LAŠKO"
1026,"LAŠKO"
1027,"LAŠKO"
1028,"LAŠKO"
1029,"LAŠKO"
1030,"LAŠKO"
1031,"LAŠKO"
1032,"LAŠKO"
1033,"LAŠKO"
1034,"LAŠKO"
1035,"LAŠKO"
1036,"LAŠKO"
1037,"LAŠKO"
1038,"LAŠKO"
1039,"LAŠKO"
1040,"LAŠKO"
1041,"LAŠKO"
1042,"LAŠKO"
1043,"LAŠKO"
1044,"DOBRNA"
1045,"DOBRNA"
1046,"DOBRNA"
1047,"VOJNIK"
1048,"VOJNIK"
1049,"VOJNIK"
1050,"VOJNIK"
1051,"VOJNIK"
1052,"VOJNIK"
1053,"VOJNIK"
1054,"VOJNIK"
1055,"VOJNIK"
1056,"DOBRNA"
1057,"CELJE"
1058,"CELJE"
1059,"VOJNIK"
1060,"VOJNIK"
1061,"VOJNIK"
1062,"VOJNIK"
1063,"VOJNIK"
1064,"VOJNIK"
1065,"VOJNIK"
1065,"CELJE"
1066,"VOJNIK"
1067,"VOJNIK"
1067,"CELJE"
1068,"CELJE"
1069,"CELJE"
1070,"CELJE"
1070,"VOJNIK"
1071,"CELJE"
1071,"VOJNIK"
1072,"VOJNIK"
1072,"CELJE"
1073,"CELJE"
1074,"CELJE"
1075,"CELJE"
1076,"CELJE"
1077,"CELJE"
1078,"CELJE"
1079,"CELJE"
1080,"CELJE"
1081,"CELJE"
1082,"CELJE"
1082,"ŠTORE"
1083,"ŠTORE"
1083,"CELJE"
1084,"ŠTORE"
1085,"ŠTORE"
1086,"ŠTORE"
1087,"ŠTORE"
1088,"ZREČE"
1089,"ZREČE"
1090,"ZREČE"
1090,"VITANJE"
1091,"ZREČE"
1091,"VITANJE"
1092,"VITANJE"
1093,"VITANJE"
1094,"VITANJE"
1095,"VITANJE"
1096,"VITANJE"
1097,"VITANJE"
1098,"ZREČE"
1099,"ZREČE"
1100,"ZREČE"
1101,"ZREČE"
1102,"ZREČE"
1103,"ZREČE"
1104,"ZREČE"
1104,"SLOVENSKE KONJICE"
1105,"SLOVENSKE KONJICE"
1105,"ZREČE"
1106,"SLOVENSKE KONJICE"
1107,"SLOVENSKE KONJICE"
1109,"SLOVENSKE KONJICE"
1110,"SLOVENSKE KONJICE"
1111,"SLOVENSKE KONJICE"
1112,"SLOVENSKE KONJICE"
1113,"SLOVENSKE KONJICE"
1114,"SLOVENSKE KONJICE"
1115,"SLOVENSKE KONJICE"
1116,"SLOVENSKE KONJICE"
1117,"SLOVENSKE KONJICE"
1118,"SLOVENSKE KONJICE"
1119,"SLOVENSKE KONJICE"
1120,"SLOVENSKE KONJICE"
1121,"SLOVENSKE KONJICE"
1122,"ŠENTJUR"
1123,"ŠENTJUR"
1124,"ŠENTJUR"
1125,"ŠENTJUR"
1126,"ŠENTJUR"
1127,"ŠENTJUR"
1128,"ŠENTJUR"
1129,"ŠENTJUR"
1130,"ŠENTJUR"
1131,"ŠENTJUR"
1132,"ŠENTJUR"
1133,"ŠENTJUR"
1134,"ŠENTJUR"
1135,"ŠENTJUR"
1136,"ŠENTJUR"
1137,"ŠENTJUR"
1138,"ŠENTJUR"
1139,"ŠENTJUR"
1140,"ŠENTJUR"
1141,"ŠENTJUR"
1142,"ŠENTJUR"
1143,"ŠENTJUR"
1144,"ŠENTJUR"
1145,"ŠENTJUR"
1146,"ŠENTJUR"
1147,"ŠENTJUR"
1148,"ŠENTJUR"
1149,"ŠENTJUR"
1150,"ŠENTJUR"
1151,"DOBJE"
1152,"DOBJE"
1153,"ŠENTJUR"
1154,"ŠENTJUR"
1155,"ŠENTJUR"
1156,"ŠENTJUR"
1157,"ŠENTJUR"
1158,"ŠENTJUR"
1158,"DOBJE"
1159,"ŠENTJUR"
1160,"ŠENTJUR"
1161,"ŠENTJUR"
1162,"ŠENTJUR"
1163,"ŠENTJUR"
1164,"ŠMARJE PRI JELŠAH"
1164,"ROGAŠKA SLATINA"
1165,"ROGAŠKA SLATINA"
1166,"ROGAŠKA SLATINA"
1167,"ROGAŠKA SLATINA"
1168,"ROGAŠKA SLATINA"
1169,"ROGAŠKA SLATINA"
1170,"ROGAŠKA SLATINA"
1171,"ROGAŠKA SLATINA"
1172,"ROGAŠKA SLATINA"
1173,"ROGATEC"
1174,"ROGATEC"
1175,"ROGATEC"
1176,"ROGATEC"
1177,"ROGATEC"
1178,"ROGATEC"
1179,"ROGAŠKA SLATINA"
1180,"ROGAŠKA SLATINA"
1181,"ROGAŠKA SLATINA"
1182,"ROGAŠKA SLATINA"
1183,"ŠMARJE PRI JELŠAH"
1184,"ŠMARJE PRI JELŠAH"
1185,"ŠMARJE PRI JELŠAH"
1186,"ŠMARJE PRI JELŠAH"
1187,"ŠMARJE PRI JELŠAH"
1188,"ŠMARJE PRI JELŠAH"
1189,"ŠMARJE PRI JELŠAH"
1190,"ŠMARJE PRI JELŠAH"
1191,"ŠMARJE PRI JELŠAH"
1192,"ROGAŠKA SLATINA"
1193,"ROGAŠKA SLATINA"
1194,"ROGAŠKA SLATINA"
1195,"ROGAŠKA SLATINA"
1196,"ROGAŠKA SLATINA"
1197,"ROGAŠKA SLATINA"
1198,"ROGAŠKA SLATINA"
1199,"ŠMARJE PRI JELŠAH"
1200,"ŠMARJE PRI JELŠAH"
1201,"ŠMARJE PRI JELŠAH"
1202,"ŠMARJE PRI JELŠAH"
1203,"ŠMARJE PRI JELŠAH"
1204,"ŠENTJUR"
1205,"ŠMARJE PRI JELŠAH"
1205,"ŠENTJUR"
1206,"ŠMARJE PRI JELŠAH"
1207,"ŠMARJE PRI JELŠAH"
1208,"ŠMARJE PRI JELŠAH"
1209,"ŠMARJE PRI JELŠAH"
1210,"PODČETRTEK"
1210,"ŠMARJE PRI JELŠAH"
1211,"ŠMARJE PRI JELŠAH"
1212,"PODČETRTEK"
1213,"ROGAŠKA SLATINA"
1214,"ROGAŠKA SLATINA"
1215,"ROGAŠKA SLATINA"
1216,"PODČETRTEK"
1217,"PODČETRTEK"
1218,"PODČETRTEK"
1219,"PODČETRTEK"
1220,"PODČETRTEK"
1220,"ŠMARJE PRI JELŠAH"
1221,"ŠMARJE PRI JELŠAH"
1222,"ŠMARJE PRI JELŠAH"
1223,"ŠMARJE PRI JELŠAH"
1224,"ŠMARJE PRI JELŠAH"
1225,"ŠMARJE PRI JELŠAH"
1226,"ŠMARJE PRI JELŠAH"
1227,"ŠMARJE PRI JELŠAH"
1228,"PODČETRTEK"
1229,"PODČETRTEK"
1230,"PODČETRTEK"
1231,"PODČETRTEK"
1232,"KOZJE"
1232,"PODČETRTEK"
1233,"PODČETRTEK"
1234,"KOZJE"
1235,"KOZJE"
1236,"KOZJE"
1237,"KOZJE"
1238,"KOZJE"
1239,"KOZJE"
1240,"PODČETRTEK"
1241,"PODČETRTEK"
1242,"KOZJE"
1243,"KOZJE"
1244,"KOZJE"
1245,"KOZJE"
1246,"BISTRICA OB SOTLI"
1247,"BISTRICA OB SOTLI"
1248,"BISTRICA OB SOTLI"
1249,"BISTRICA OB SOTLI"
1250,"BISTRICA OB SOTLI"
1251,"BISTRICA OB SOTLI"
1252,"BREŽICE"
1253,"BREŽICE"
1254,"BREŽICE"
1255,"BREŽICE"
1256,"BREŽICE"
1257,"BREŽICE"
1258,"BREŽICE"
1259,"BREŽICE"
1260,"BREŽICE"
1261,"BREŽICE"
1262,"BREŽICE"
1263,"BREŽICE"
1264,"BREŽICE"
1265,"BREŽICE"
1266,"BREŽICE"
1267,"BREŽICE"
1268,"BREŽICE"
1269,"BREŽICE"
1270,"BREŽICE"
1271,"BREŽICE"
1272,"BREŽICE"
1273,"BREŽICE"
1274,"BREŽICE"
1274,"LJUBLJANA"
1275,"BREŽICE"
1276,"BREŽICE"
1277,"BREŽICE"
1278,"BREŽICE"
1279,"BREŽICE"
1280,"BREŽICE"
1281,"BREŽICE"
1282,"BREŽICE"
1283,"BREŽICE"
1284,"BREŽICE"
1285,"BREŽICE"
1286,"BREŽICE"
1287,"BREŽICE"
1288,"BREŽICE"
1290,"BREŽICE"
1291,"BREŽICE"
1292,"BREŽICE"
1293,"BREŽICE"
1294,"BREŽICE"
1295,"BREŽICE"
1296,"BREŽICE"
1297,"BREŽICE"
1298,"BREŽICE"
1299,"BREŽICE"
1300,"BREŽICE"
1301,"BREŽICE"
1302,"BREŽICE"
1303,"BREŽICE"
1304,"BREŽICE"
1305,"BREŽICE"
1306,"BREŽICE"
1307,"BREŽICE"
1308,"BREŽICE"
1309,"BREŽICE"
1310,"BREŽICE"
1311,"KRŠKO"
1312,"KRŠKO"
1313,"KRŠKO"
1314,"KRŠKO"
1315,"KRŠKO"
1316,"KRŠKO"
1317,"KRŠKO"
1318,"KRŠKO"
1319,"KRŠKO"
1320,"KRŠKO"
1321,"KRŠKO"
1322,"KRŠKO"
1323,"KRŠKO"
1324,"KRŠKO"
1325,"KRŠKO"
1326,"KRŠKO"
1327,"KRŠKO"
1328,"KRŠKO"
1329,"KRŠKO"
1330,"KRŠKO"
1331,"KOSTANJEVICA NA KRKI"
1332,"KRŠKO"
1333,"KRŠKO"
1334,"KRŠKO"
1334,"KOSTANJEVICA NA KRKI"
1335,"KOSTANJEVICA NA KRKI"
1336,"KOSTANJEVICA NA KRKI"
1336,"KRŠKO"
1337,"KRŠKO"
1338,"KRŠKO"
1339,"KRŠKO"
1340,"KRŠKO"
1341,"KRŠKO"
1342,"KRŠKO"
1343,"KRŠKO"
1344,"KRŠKO"
1345,"KRŠKO"
1346,"KRŠKO"
1347,"KRŠKO"
1348,"KRŠKO"
1349,"KRŠKO"
1350,"KRŠKO"
1351,"KRŠKO"
1352,"KRŠKO"
1353,"KRŠKO"
1354,"KRŠKO"
1355,"KRŠKO"
1356,"KRŠKO"
1357,"KRŠKO"
1358,"KRŠKO"
1359,"KRŠKO"
1360,"KRŠKO"
1361,"SEVNICA"
1362,"SEVNICA"
1363,"SEVNICA"
1364,"SEVNICA"
1365,"SEVNICA"
1366,"SEVNICA"
1367,"SEVNICA"
1368,"SEVNICA"
1369,"SEVNICA"
1370,"SEVNICA"
1371,"SEVNICA"
1372,"SEVNICA"
1373,"SEVNICA"
1374,"SEVNICA"
1375,"SEVNICA"
1376,"SEVNICA"
1377,"SEVNICA"
1378,"SEVNICA"
1379,"SEVNICA"
1380,"SEVNICA"
1381,"SEVNICA"
1382,"SEVNICA"
1383,"SEVNICA"
1384,"SEVNICA"
1385,"SEVNICA"
1386,"SEVNICA"
1387,"ŠENTRUPERT"
1387,"SEVNICA"
1388,"SEVNICA"
1389,"SEVNICA"
1389,"ŠENTRUPERT"
1390,"SEVNICA"
1391,"SEVNICA"
1392,"SEVNICA"
1393,"SEVNICA"
1394,"SEVNICA"
1394,"ŠKOCJAN"
1395,"SEVNICA"
1396,"SEVNICA"
1396,"ŠKOCJAN"
1397,"SEVNICA"
1398,"TREBNJE"
1398,"ŠENTRUPERT"
1398,"MOKRONOG-TREBELNO"
1399,"ŠENTRUPERT"
1399,"TREBNJE"
1400,"TREBNJE"
1400,"MIRNA"
1400,"ŠENTRUPERT"
1401,"ŠENTRUPERT"
1401,"MIRNA"
1402,"MIRNA"
1402,"TREBNJE"
1403,"TREBNJE"
1404,"TREBNJE"
1405,"TREBNJE"
1406,"TREBNJE"
1407,"TREBNJE"
1408,"TREBNJE"
1409,"TREBNJE"
1409,"MIRNA"
1410,"TREBNJE"
1410,"MIRNA"
1411,"MOKRONOG-TREBELNO"
1411,"MIRNA"
1412,"MOKRONOG-TREBELNO"
1412,"TREBNJE"
1413,"MOKRONOG-TREBELNO"
1414,"MOKRONOG-TREBELNO"
1415,"MOKRONOG-TREBELNO"
1416,"MOKRONOG-TREBELNO"
1416,"MIRNA"
1417,"MOKRONOG-TREBELNO"
1418,"TREBNJE"
1419,"TREBNJE"
1420,"TREBNJE"
1421,"TREBNJE"
1422,"TREBNJE"
1423,"TREBNJE"
1424,"TREBNJE"
1425,"TREBNJE"
1426,"TREBNJE"
1427,"TREBNJE"
1428,"TREBNJE"
1429,"TREBNJE"
1430,"TREBNJE"
1431,"TREBNJE"
1432,"TREBNJE"
1433,"TREBNJE"
1433,"ŽUŽEMBERK"
1434,"ŽUŽEMBERK"
1435,"ŽUŽEMBERK"
1436,"ŽUŽEMBERK"
1437,"ŽUŽEMBERK"
1438,"ŽUŽEMBERK"
1439,"ŽUŽEMBERK"
1440,"ŽUŽEMBERK"
1441,"ŽUŽEMBERK"
1442,"ŽUŽEMBERK"
1443,"ŽUŽEMBERK"
1444,"ŽUŽEMBERK"
1445,"ŽUŽEMBERK"
1446,"STRAŽA"
1446,"DOLENJSKE TOPLICE"
1447,"STRAŽA"
1447,"NOVO MESTO"
1448,"NOVO MESTO"
1448,"STRAŽA"
1449,"MIRNA PEČ"
1450,"MIRNA PEČ"
1451,"MIRNA PEČ"
1452,"MIRNA PEČ"
1453,"MIRNA PEČ"
1453,"NOVO MESTO"
1454,"NOVO MESTO"
1455,"NOVO MESTO"
1456,"NOVO MESTO"
1457,"NOVO MESTO"
1458,"NOVO MESTO"
1459,"NOVO MESTO"
1460,"NOVO MESTO"
1460,"LJUBLJANA"
1461,"ŠMARJEŠKE TOPLICE"
1462,"ŠKOCJAN"
1462,"ŠMARJEŠKE TOPLICE"
1463,"ŠKOCJAN"
1464,"ŠKOCJAN"
1465,"ŠKOCJAN"
1466,"ŠKOCJAN"
1466,"ŠMARJEŠKE TOPLICE"
1467,"NOVO MESTO"
1467,"ŠMARJEŠKE TOPLICE"
1468,"NOVO MESTO"
1468,"ŠMARJEŠKE TOPLICE"
1469,"ŠKOCJAN"
1470,"ŠKOCJAN"
1471,"ŠENTJERNEJ"
1471,"ŠKOCJAN"
1472,"ŠENTJERNEJ"
1473,"ŠENTJERNEJ"
1474,"ŠENTJERNEJ"
1475,"ŠENTJERNEJ"
1476,"ŠENTJERNEJ"
1477,"MORAVČE"
1477,"ŠENTJERNEJ"
1478,"NOVO MESTO"
1479,"NOVO MESTO"
1480,"NOVO MESTO"
1481,"NOVO MESTO"
1482,"NOVO MESTO"
1483,"NOVO MESTO"
1484,"NOVO MESTO"
1485,"NOVO MESTO"
1485,"LJUBLJANA"
1486,"NOVO MESTO"
1487,"NOVO MESTO"
1488,"NOVO MESTO"
1489,"NOVO MESTO"
1490,"MARIBOR"
1490,"NOVO MESTO"
1491,"NOVO MESTO"
1492,"NOVO MESTO"
1493,"NOVO MESTO"
1494,"STRAŽA"
1494,"NOVO MESTO"
1495,"DOLENJSKE TOPLICE"
1496,"DOLENJSKE TOPLICE"
1497,"DOLENJSKE TOPLICE"
1498,"DOLENJSKE TOPLICE"
1499,"DOLENJSKE TOPLICE"
1499,"NOVO MESTO"
1500,"NOVO MESTO"
1500,"DOLENJSKE TOPLICE"
1501,"NOVO MESTO"
1502,"METLIKA"
1503,"METLIKA"
1504,"METLIKA"
1505,"METLIKA"
1506,"METLIKA"
1507,"METLIKA"
1508,"METLIKA"
1509,"METLIKA"
1510,"METLIKA"
1511,"METLIKA"
1512,"METLIKA"
1514,"METLIKA"
1515,"METLIKA"
1516,"METLIKA"
1517,"METLIKA"
1518,"METLIKA"
1519,"METLIKA"
1520,"SEMIČ"
1521,"SEMIČ"
1522,"SEMIČ"
1523,"SEMIČ"
1524,"SEMIČ"
1525,"SEMIČ"
1526,"SEMIČ"
1527,"SEMIČ"
1528,"SEMIČ"
1529,"SEMIČ"
1530,"SEMIČ"
1532,"SEMIČ"
1533,"SEMIČ"
1534,"ČRNOMELJ"
1534,"SEMIČ"
1535,"ČRNOMELJ"
1536,"ČRNOMELJ"
1537,"ČRNOMELJ"
1538,"ČRNOMELJ"
1539,"ČRNOMELJ"
1540,"ČRNOMELJ"
1541,"ČRNOMELJ"
1542,"ČRNOMELJ"
1543,"METLIKA"
1544,"ČRNOMELJ"
1545,"ČRNOMELJ"
1546,"ČRNOMELJ"
1547,"ČRNOMELJ"
1548,"ČRNOMELJ"
1549,"ČRNOMELJ"
1550,"ČRNOMELJ"
1551,"ČRNOMELJ"
1552,"ČRNOMELJ"
1553,"ČRNOMELJ"
1554,"ČRNOMELJ"
1555,"ČRNOMELJ"
1556,"ČRNOMELJ"
1557,"ČRNOMELJ"
1558,"ČRNOMELJ"
1559,"ČRNOMELJ"
1560,"ČRNOMELJ"
1561,"ČRNOMELJ"
1562,"ČRNOMELJ"
1563,"ČRNOMELJ"
1564,"ČRNOMELJ"
1565,"ČRNOMELJ"
1566,"ČRNOMELJ"
1567,"DOBREPOLJE"
1568,"DOBREPOLJE"
1569,"KOČEVJE"
1570,"KOČEVJE"
1571,"KOČEVJE"
1573,"KOČEVJE"
1574,"KOČEVJE"
1575,"KOČEVJE"
1576,"KOČEVJE"
1577,"KOČEVJE"
1577,"KOSTEL"
1578,"KOČEVJE"
1579,"KOČEVJE"
1580,"KOČEVJE"
1581,"KOČEVJE"
1582,"KOČEVJE"
1583,"KOČEVJE"
1584,"LOŠKI POTOK"
1585,"LOŠKI POTOK"
1586,"LOŠKI POTOK"
1586,"OSILNICA"
1587,"OSILNICA"
1588,"OSILNICA"
1588,"KOSTEL"
1589,"KOČEVJE"
1590,"KOČEVJE"
1591,"KOČEVJE"
1592,"KOČEVJE"
1593,"KOČEVJE"
1594,"KOČEVJE"
1596,"KOČEVJE"
1597,"KOČEVJE"
1599,"KOČEVJE"
1600,"KOČEVJE"
1601,"KOČEVJE"
1602,"KOČEVJE"
1603,"KOČEVJE"
1605,"KOSTEL"
1605,"KOČEVJE"
1607,"KOSTEL"
1608,"KOČEVJE"
1609,"KOSTEL"
1610,"KOSTEL"
1611,"KOSTEL"
1612,"KOSTEL"
1613,"KOSTEL"
1614,"RIBNICA"
1614,"SODRAŽICA"
1615,"RIBNICA"
1616,"RIBNICA"
1617,"RIBNICA"
1618,"SODRAŽICA"
1618,"RIBNICA"
1619,"SODRAŽICA"
1619,"RIBNICA"
1620,"SODRAŽICA"
1621,"SODRAŽICA"
1622,"SODRAŽICA"
1623,"RIBNICA"
1624,"RIBNICA"
1625,"RIBNICA"
1626,"RIBNICA"
1627,"RIBNICA"
1628,"RIBNICA"
1629,"RIBNICA"
1630,"RIBNICA"
1631,"RIBNICA"
1632,"CERKNICA"
1633,"CERKNICA"
1634,"LOŠKA DOLINA"
1635,"LOŠKA DOLINA"
1636,"LOŠKA DOLINA"
1637,"LOŠKA DOLINA"
1638,"LOŠKA DOLINA"
1639,"LOŠKA DOLINA"
1639,"VRHNIKA"
1640,"LOŠKI POTOK"
1641,"LOŠKI POTOK"
1642,"LOŠKI POTOK"
1644,"LOŠKA DOLINA"
1645,"LOŠKA DOLINA"
1646,"LOŠKA DOLINA"
1647,"LOŠKA DOLINA"
1648,"LOŠKA DOLINA"
1649,"LOŠKA DOLINA"
1650,"LOŠKA DOLINA"
1651,"LOŠKA DOLINA"
1652,"BREZOVICA"
1652,"LJUBLJANA"
1653,"CERKNICA"
1654,"CERKNICA"
1655,"CERKNICA"
1656,"CERKNICA"
1657,"CERKNICA"
1658,"CERKNICA"
1659,"CERKNICA"
1660,"CERKNICA"
1661,"CERKNICA"
1662,"CERKNICA"
1663,"CERKNICA"
1664,"CERKNICA"
1665,"CERKNICA"
1666,"CERKNICA"
1667,"BLOKE"
1668,"BLOKE"
1669,"CERKNICA"
1670,"CERKNICA"
1670,"BLOKE"
1671,"BLOKE"
1672,"BLOKE"
1673,"BLOKE"
1674,"BLOKE"
1675,"CERKNICA"
1676,"CERKNICA"
1677,"CERKNICA"
1679,"CERKNICA"
1680,"CERKNICA"
1681,"CERKNICA"
1683,"BLOKE"
1684,"BLOKE"
1685,"BLOKE"
1686,"BLOKE"
1687,"BLOKE"
1688,"BLOKE"
1689,"BLOKE"
1690,"BLOKE"
1691,"BLOKE"
1692,"BLOKE"
1693,"BLOKE"
1694,"BLOKE"
1695,"ŠKOFLJICA"
1695,"LJUBLJANA"
1695,"UNDEFINED"
1696,"LJUBLJANA"
1696,"ŠKOFLJICA"
1696,"UNDEFINED"
1697,"LJUBLJANA"
1697,"ŠKOFLJICA"
1698,"ŠKOFLJICA"
1699,"IG"
1700,"IG"
1701,"IG"
1701,"LJUBLJANA"
1702,"IG"
1702,"LJUBLJANA"
1703,"BREZOVICA"
1704,"BREZOVICA"
1705,"BREZOVICA"
1706,"IG"
1707,"IG"
1708,"IG"
1708,"LJUBLJANA"
1709,"IG"
1709,"ŠKOFLJICA"
1710,"ŠKOFLJICA"
1711,"VELIKE LAŠČE"
1712,"IG"
1713,"VELIKE LAŠČE"
1714,"VELIKE LAŠČE"
1715,"VELIKE LAŠČE"
1716,"VELIKE LAŠČE"
1717,"VELIKE LAŠČE"
1718,"VELIKE LAŠČE"
1719,"VELIKE LAŠČE"
1720,"LJUBLJANA"
1721,"LJUBLJANA"
1722,"LJUBLJANA"
1723,"LJUBLJANA"
1724,"LJUBLJANA"
1724,"BREZOVICA"
1725,"LJUBLJANA"
1726,"LJUBLJANA"
1727,"LJUBLJANA"
1728,"LJUBLJANA"
1729,"LJUBLJANA"
1730,"LJUBLJANA"
1731,"LJUBLJANA"
1732,"LJUBLJANA"
1733,"LJUBLJANA"
1734,"LJUBLJANA"
1735,"NOVO MESTO"
1735,"LJUBLJANA"
1736,"LJUBLJANA"
1737,"LJUBLJANA"
1737,"MARIBOR"
1737,"TABOR"
1738,"LJUBLJANA"
1739,"LJUBLJANA"
1740,"LJUBLJANA"
1741,"MEDVODE"
1741,"VODICE"
1741,"LJUBLJANA"
1742,"VODICE"
1743,"VODICE"
1744,"VODICE"
1745,"VODICE"
1746,"LJUBLJANA"
1747,"VODICE"
1748,"VODICE"
1749,"LJUBLJANA"
1750,"LJUBLJANA"
1751,"LJUBLJANA"
1752,"LJUBLJANA"
1752,"MEDVODE"
1753,"LJUBLJANA"
1754,"LJUBLJANA"
1755,"LJUBLJANA"
1756,"LJUBLJANA"
1757,"LJUBLJANA"
1758,"DOMŽALE"
1759,"LJUBLJANA"
1760,"DOL PRI LJUBLJANI"
1761,"LJUBLJANA"
1761,"DOL PRI LJUBLJANI"
1761,"MEDVODE"
1762,"DOL PRI LJUBLJANI"
1763,"DOL PRI LJUBLJANI"
1764,"DOL PRI LJUBLJANI"
1765,"DOL PRI LJUBLJANI"
1766,"DOL PRI LJUBLJANI"
1767,"DOL PRI LJUBLJANI"
1768,"DOL PRI LJUBLJANI"
1769,"DOL PRI LJUBLJANI"
1770,"LJUBLJANA"
1771,"LJUBLJANA"
1772,"LJUBLJANA"
1773,"LJUBLJANA"
1774,"LJUBLJANA"
1775,"LJUBLJANA"
1776,"LJUBLJANA"
1777,"LJUBLJANA"
1778,"LJUBLJANA"
1779,"LJUBLJANA"
1780,"GROSUPLJE"
1781,"IVANČNA GORICA"
1781,"GROSUPLJE"
1782,"GROSUPLJE"
1783,"GROSUPLJE"
1784,"GROSUPLJE"
1785,"GROSUPLJE"
1786,"GROSUPLJE"
1787,"GROSUPLJE"
1788,"GROSUPLJE"
1788,"LJUBLJANA"
1789,"GROSUPLJE"
1790,"GROSUPLJE"
1791,"GROSUPLJE"
1792,"GROSUPLJE"
1793,"GROSUPLJE"
1794,"GROSUPLJE"
1795,"GROSUPLJE"
1796,"DOBREPOLJE"
1797,"GROSUPLJE"
1797,"DOBREPOLJE"
1798,"DOBREPOLJE"
1799,"DOBREPOLJE"
1800,"DOBREPOLJE"
1801,"DOBREPOLJE"
1802,"IVANČNA GORICA"
1803,"IVANČNA GORICA"
1804,"IVANČNA GORICA"
1805,"IVANČNA GORICA"
1806,"IVANČNA GORICA"
1807,"IVANČNA GORICA"
1808,"IVANČNA GORICA"
1809,"IVANČNA GORICA"
1810,"IVANČNA GORICA"
1811,"IVANČNA GORICA"
1812,"IVANČNA GORICA"
1813,"IVANČNA GORICA"
1814,"IVANČNA GORICA"
1815,"IVANČNA GORICA"
1815,"GROSUPLJE"
1816,"IVANČNA GORICA"
1817,"GROSUPLJE"
1817,"IVANČNA GORICA"
1818,"IVANČNA GORICA"
1819,"IVANČNA GORICA"
1820,"GROSUPLJE"
1820,"IVANČNA GORICA"
1821,"IVANČNA GORICA"
1822,"IVANČNA GORICA"
1823,"DOMŽALE"
1823,"IVANČNA GORICA"
1824,"GROSUPLJE"
1824,"IVANČNA GORICA"
1825,"IVANČNA GORICA"
1826,"IVANČNA GORICA"
1827,"IVANČNA GORICA"
1828,"IVANČNA GORICA"
1829,"IVANČNA GORICA"
1830,"IVANČNA GORICA"
1831,"IVANČNA GORICA"
1832,"LITIJA"
1833,"LITIJA"
1834,"LITIJA"
1835,"LITIJA"
1836,"LITIJA"
1837,"LITIJA"
1838,"ŠMARTNO PRI LITIJI"
1838,"LITIJA"
1839,"ŠMARTNO PRI LITIJI"
1839,"LITIJA"
1840,"LITIJA"
1841,"LITIJA"
1842,"LITIJA"
1843,"LITIJA"
1843,"ŠENTRUPERT"
1844,"LITIJA"
1845,"LITIJA"
1846,"ŠMARTNO PRI LITIJI"
1847,"ŠMARTNO PRI LITIJI"
1848,"LITIJA"
1848,"ŠMARTNO PRI LITIJI"
1849,"ŠMARTNO PRI LITIJI"
1850,"ŠMARTNO PRI LITIJI"
1851,"ŠMARTNO PRI LITIJI"
1852,"ŠMARTNO PRI LITIJI"
1853,"LITIJA"
1854,"LITIJA"
1855,"HRASTNIK"
1856,"HRASTNIK"
1857,"HRASTNIK"
1858,"HRASTNIK"
1859,"HRASTNIK"
1860,"LAŠKO"
1861,"RADEČE"
1861,"LAŠKO"
1862,"RADEČE"
1862,"LAŠKO"
1863,"HRASTNIK"
1864,"RADEČE"
1865,"RADEČE"
1866,"RADEČE"
1867,"RADEČE"
1868,"TRBOVLJE"
1869,"TRBOVLJE"
1870,"TRBOVLJE"
1871,"TRBOVLJE"
1872,"TRBOVLJE"
1873,"ZAGORJE OB SAVI"
1874,"ZAGORJE OB SAVI"
1875,"ZAGORJE OB SAVI"
1876,"ZAGORJE OB SAVI"
