ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,INTERNA_OZNAKA_ODDANIH_PROSTOROV,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_ODDANIH_PROSTOROV,OPREMLJENOST_ODDANIH_PROSTOROV,MIKROLOKACIJA_ODDANIH_PROSTOROV,IZLOZBA,NAKUPOVALNI_CENTER,POVRSINA_ODDANIH_PROSTOROV,POVRSINA_ODDANIH_PROSTOROV_ENAKA_DELU_STAVBE,POGODBENA_NAJEMNINA_POSAMEZNIH_ODDANIH_PROSTOROV,OPOMBE_O_ODDANIH_PROSTORIH,LETO_IZGRADNJE_STAVBE,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA_DELA_STAVBE,PROSTORI_DELA_STAVBE,UPORABNA_POVRSINA_ODDANIH_PROSTOROV,GOSTINSKI_VRT,VKLJUCENOST_GOSTINSKEGA_VRTA_V_NAJEMNINO,POVRSINA_GOSTINSKEGA_VRTA,E_CENTROID,N_CENTROID,LETO
892242,1738,DRAVLJE,LJUBLJANA,25,14,,LJUBLJANA,BRILEJEVA ULICA,20,,14,16,1,,,,17,,,,1982,2 - stanovanje,nadstropje,,97.1,88.4," bivalni prostor | klet | odprta terasa, balkon, loža",17,,,,459069.8,105010.12,2025
892226,964,VELENJE,VELENJE,4825,26,,VELENJE,GORIŠKA CESTA,52,a,26,2,0,,,,51.63,,,,2014,2 - stanovanje,pritličje,,40,35.2, bivalni prostor | klet,,0,,,510003.6,135121.07,2025
892216,1753,VIŽMARJE,LJUBLJANA,1827,1,,LJUBLJANA,MEDENSKA CESTA,28,a,1,1,1,,,,80,,,,1986,1 - stanovanje v enostanovanjski stavbi,pritličje,,272.4,137.3," bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica",80,,,,458167.36,107600.2,2025
900837,658,KOROŠKA VRATA,MARIBOR,2205,302,,MARIBOR,KOROŠKA CESTA,80,,,4,0,,,,12.5,,,,2007,16 - Garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,548636.13,157965.43,2025
891359,2119,ŠENČUR,ŠENČUR,555,1,,ŠENČUR,VELESOVSKA CESTA,30,,,2,1,,,,60,,,,1962,1 - stanovanje v enostanovanjski stavbi,pritličje,,173.6,78.2," bivalni prostor | garaža | klet | odprta terasa, balkon, loža",60,,,,455670.33,123577.89,2025
891360,2631,PORTOROŽ,PIRAN,301,1,,STRUNJAN,,91,c,,1,1,,,,151,,,,1972,1 - stanovanje v enostanovanjski stavbi,pritličje,,151,84.3," bivalni prostor | garaža | klet | odprta terasa, balkon, loža | tehnični prostor",84.3,,,,391931.08,44213.75,2025
891353,1075,OSTROŽNO,CELJE,2595,124,,CELJE,POD LIPAMI,20,,124,2,1,,,,45.2,,,,1989,2 - Stanovanje,nadstropje,,45.2,39.7," bivalni prostor | klet | zaprta terasa, balkon, loža",39.7,,,,520079.57,122880.75,2025
891356,2110,GRAD,CERKLJE NA GORENJSKEM,261,8,,DVORJE,,50,b,3,2,1,,,,42.9,,,,1948,2 - stanovanje,pritličje,,42.9,42.9, bivalni prostor,42.9,,,,460729.02,124701.1,2025
891357,2110,GRAD,CERKLJE NA GORENJSKEM,261,9,,DVORJE,,50,b,4,2,1,,,,41.4,,,,1948,2 - stanovanje,pritličje,,41.4,41.4, bivalni prostor,41.4,,,,460729.02,124701.1,2025
891358,2110,GRAD,CERKLJE NA GORENJSKEM,261,11,,DVORJE,,50,b,6,2,1,,,,65.2,,,,1948,2 - stanovanje,pritličje,,65.2,65.2, bivalni prostor,65.2,,,,460729.02,124701.1,2025
891355,2110,GRAD,CERKLJE NA GORENJSKEM,261,10,,DVORJE,,50,b,5,2,1,,,,41.9,,,,1948,2 - stanovanje,pritličje,,41.9,41.9, bivalni prostor,41.9,,,,460729.02,124701.1,2025
891362,1577,KOČEVJE,KOČEVJE,5129,1,,KOČEVJE,REŠKA CESTA,18,,1,2,1,,,,23,,,,2020,1 - stanovanje v enostanovanjski stavbi,pritličje,,388.6,388.6," bivalni prostor | shramba, sušilnica, pralnica",23,,,,489295.46,54876.24,2025
891352,1075,OSTROŽNO,CELJE,2595,116,,Celje,Pod lipami,20,,116,2,1,,,,40.7,,,Opremljenost delna.,1989,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,45,40.7," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,520079.57,122880.75,2025
891354,1100,ZREČE,ZREČE,292,7,,ZREČE,POHORSKA CESTA,3,,7,2,1,,,,43.3,,,,1973,2 - stanovanje,nadstropje,,43.3,36.7," bivalni prostor | klet | odprta terasa, balkon, loža",36.7,,,,529536.74,137401.6,2025
891361,1770,KAŠELJ,LJUBLJANA,4311,4,,LJUBLJANA,ZALOŠKA CESTA,230,,4,2,1,,,,98.2,,,,1982,2 - stanovanje,nadstropje,,98.2,83.8," bivalni prostor | odprta terasa, balkon, loža",83.8,,,,470494.61,102443.94,2025
894779,2304,NOVA GORICA,NOVA GORICA,771,16,,NOVA GORICA,ULICA GRADNIKOVE BRIGADE,11,,16,2,1,,,,59.1,,,,1978,2 - Stanovanje,nadstropje,,59.1,53.6," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,395078.14,91925.61,2025
894778,2304,NOVA GORICA,NOVA GORICA,3030,1,,NOVA GORICA,PARTIZANSKA ULICA,53,B,,1,1,,,,,,,,2007,1 - Stanovanje v enostanovanjski stavbi,pritličje,,238.8,172.3," bivalni prostor | klet | odprta terasa, balkon, loža",172.3,,,,394858.67,92468.56,2025
894780,1077,CELJE,CELJE,3416,2,,,,,,2,6,0,2,,,40,,,,2000,17 - del stavbe za industrijsko rabo,pritličje,,264,264, proizvodni in skladiščni prostor,40,,,,520948.16,121029.26,2025
894784,2626,IZOLA,IZOLA,3612,2,,JAGODJE,POBOČNA ULICA,1,,2,7,0,2,,,49.2,,,,1989,12 - del stavbe za opravljanje storitev,pritličje,,49.2,49.2," lokal, prodajalna",49.2,,,,394744.93,43786.3,2025
894783,1677,DOLENJA VAS,CERKNICA,1170,1,,DOLENJE JEZERO,DOLENJE JEZERO,69,,,9,1,2,,,137,,,,2012,7 - Prehrambni gostinski obrat,klet,,327.7,150.5," lokal, prodajalna | odprta terasa, balkon, loža | tehnični prostor",137,1,1,300,450003.16,70519.07,2025
895050,1994,DOBROVA,LJUBLJANA,2543,2,,LJUBLJANA,TRŽAŠKA CESTA,295,,2,2,1,,,,47.4,,,,2004,2 - stanovanje,nadstropje,,47.4,41.1, bivalni prostor | klet,41.1,,,,457345.44,99282.48,2025
895049,1736,BRINJE I,LJUBLJANA,1175,86,,LJUBLJANA,PUHOVA ULICA,13,,26,16,1,,,,97.3,,,,1976,2 - stanovanje,nadstropje,,97.3,92," bivalni prostor | klet | odprta terasa, balkon, loža",92,,,,462614.92,104202.78,2025
895046,1736,BRINJE I,LJUBLJANA,1175,86,,LJUBLJANA,PUHOVA ULICA,13,,26,16,1,,,,97.3,,,,1976,2 - stanovanje,nadstropje,,97.3,92," bivalni prostor | klet | odprta terasa, balkon, loža",92,,,,462614.92,104202.78,2025
895044,1736,BRINJE I,LJUBLJANA,1175,86,,LJUBLJANA,PUHOVA ULICA,13,,26,2,1,,,,97.3,,,,1976,2 - stanovanje,nadstropje,,97.3,92," bivalni prostor | klet | odprta terasa, balkon, loža",92,,,,462614.92,104202.78,2025
895047,1736,BRINJE I,LJUBLJANA,1175,86,,LJUBLJANA,PUHOVA ULICA,13,,26,16,1,,,,97.3,,,,1976,2 - stanovanje,nadstropje,,97.3,92," bivalni prostor | klet | odprta terasa, balkon, loža",92,,,,462614.92,104202.78,2025
895053,753,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,3236,3,,Slovenska Bistrica,Tomšičeva ulica,31,,3,2,1,,,,53.8,,,"V ceni najema je vključen tudi atrij površine 33m2, I.D. znak parcele 753-890/20-0.  V peti vrstici obrazca mi sistem ne omogoča da bi označil da gre za stanovanje z atrijem.",2007,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,pritličje,,53.8,50.3, bivalni prostor | klet,50.3,,,,543011.05,139367.73,2025
895048,2017,DOLENJI LOGATEC,LOGATEC,392,27,,LOGATEC,STARA CESTA,10,,30,5,1,2,,,21.2,,,,1994,9 - poslovni del stavbe,pritličje,,21.2,21.2, poslovni prostor,,,,,440335.87,86862.41,2025
895052,2017,DOLENJI LOGATEC,LOGATEC,1062,1,,LOGATEC,JAČKA,61,,,16,1,,,,40,,,,1930,1 - stanovanje v enostanovanjski stavbi,pritličje,,163.2,78.5," bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica",,,,,440472.72,86251.97,2025
895045,1736,BRINJE I,LJUBLJANA,1175,86,,LJUBLJANA,PUHOVA ULICA,13,,26,16,1,,,,97.3,,,,1976,2 - stanovanje,nadstropje,,97.3,92," bivalni prostor | klet | odprta terasa, balkon, loža",95,,,,462614.92,104202.78,2025
895586,1739,ZGORNJA ŠIŠKA,LJUBLJANA,1539,215,,LJUBLJANA,SCOPOLIJEVA ULICA,9,,45,2,0,,,,47.06,,,,1962,2 - stanovanje,nadstropje,,49.2,47.1," bivalni prostor | klet | odprta terasa, balkon, loža",47.06,,,,460314.51,103520.34,2025
895971,2682,BRDO,LJUBLJANA,643,1,,LJUBLJANA,NA TEZI,24,,,1,1,,,,153.9,,,,1997,1 - stanovanje v enostanovanjski stavbi,nadstropje,,153.9,90.1," bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica",90.1,,,,458086.68,101246.66,2025
895352,2594,ANKARAN,ANKARAN,470,1,FERSPED,,,,,,5,1,2,,,13.2,,,,2023,9 - poslovni del stavbe,pritličje,,53.6,53.6, poslovni prostor,,,,,403194.89,47363.16,2025
895643,2605,KOPER,KOPER,1198,8,delilnica hrane objekt Pristan,KOPER,VOJKOVO NABREŽJE,32,A,1,9,0,2,,,594.35,,,,1985,7 - prehrambni gostinski obrat,pritličje,,1585.5,715.4," lokal, prodajalna | odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor | zaprta terasa, balkon, loža",594.35,0,,,401386.71,46177.79,2025
895643,2594,ANKARAN,ANKARAN,204,2,delilnica hrane EET SLOREST,,,,,2,9,0,2,,,111.54,,,,1985,17 - del stavbe za industrijsko rabo,pritličje,,137.3,137.3, proizvodni in skladiščni prostor,111.54,0,,,402194.67,47900.01,2025
894121,2119,ŠENČUR,ŠENČUR,1470,97,,ŠENČUR,POSLOVNA CONA A,10,,1,14,0,,,,26.4,,,,2010,21 - skladišče,klet,,26.4,26.4, proizvodni in skladiščni prostor,26.4,,,,454329.43,122201.98,2025
894284,906,ČRNA,ČRNA NA KOROŠKEM,266,2,,ČRNA NA KOROŠKEM,CENTER,115,,2,2,1,,,,37.2,,,,1969,2 - stanovanje,pritličje,,37.2,32.5, bivalni prostor | klet,32.5,,,,488581.43,147808.67,2025
894579,657,MARIBOR-GRAD,MARIBOR,1098,1,pis.št.7,MARIBOR,RAZLAGOVA ULICA,22,,1,5,0,3,,,12.6,,,,1974,12 - del stavbe za opravljanje storitev,pritličje,,314.5,147," lokal, prodajalna | proizvodni in skladiščni prostor",,,,,550144.73,158242.22,2025
894684,889,MEŽICA,MEŽICA,1300,29,,MEŽICA,TRG 4. APRILA,12,,29,2,0,,,,46.7,,,,1973,2 - stanovanje,nadstropje,,46.7,39, bivalni prostor | klet,39,,,,488821.15,153108.52,2025
894193,2107,LUŽE,ŠENČUR,133,1,,SREDNJA VAS PRI ŠENČURJU,SREDNJA VAS PRI ŠENČURJU,69, ,,14,0,,,,72.8,,,,1928,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,pritličje,,279.1,166.9," bivalni prostor | klet | odprta terasa, balkon, loža",72.8,,,,455530.73,124219.45,2025
894230,1734,JEŽICA,LJUBLJANA,1139,1,,LJUBLJANA,JEŽICA,16,,,14,0,,,,329,,,,1946,10 - trgovski del stavbe,pritličje,,329,305," lokal, prodajalna",305,,,,462310.41,106026.4,2025
894311,2064,SELCA,ŽELEZNIKI,87,2,,SELCA,,83,,,8,0,3,,,69.6,,,,1890,8 - poslovni prostor javne uprave,nadstropje,,69.6,69.6, poslovni prostor,69.6,,,,438523.36,120800.9,2025
894322,1074,SPODNJA HUDINJA,CELJE,2578,1,OE 290 - potovati pomeni živeti,CELJE,MARIBORSKA CESTA,162,,,5,1,3,,,11.5,,,,1978,10 - Trgovski del stavbe,pritličje,,11349.8,8027," lokal, prodajalna | nedokončan prostor | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",11.5,,,,521673.17,123353.52,2025
895159,1724,BREZOVICA,BREZOVICA,244,1,,BREZOVICA PRI LJUBLJANI,POT TERENCEV,6,,,5,1,2,,,26,,,,1938,1 - stanovanje v enostanovanjski stavbi,pritličje,,158,88, bivalni prostor | klet,,,,,455706.55,98540.39,2025
895159,1724,BREZOVICA,BREZOVICA,239,1,,,,,,,15,1,,,,40,,,,1988,28 - pomožni kmetijski del stavbe,pritličje,,48,48, kmetijski prostor,,,,,455692.96,98543.44,2025
895502,2605,KOPER,KOPER,1625,1,,,,,,,14,0,,,,15,,,,1962,21 - Skladišče,pritličje,,12806.3,12806.3, proizvodni in skladiščni prostor | proizvodni in skladiščni prostor,15,,,,401142.52,46312.38,2025
895504,2605,KOPER,KOPER,1625,1,,,,,,,14,0,,,,15,,,,1962,21 - Skladišče,pritličje,,12806.3,12806.3, proizvodni in skladiščni prostor | proizvodni in skladiščni prostor,15,,,,401142.52,46312.38,2025
895504,2605,KOPER,KOPER,1625,1,,,,,,,14,0,,,,15,,,,1962,21 - Skladišče,pritličje,,12806.3,12806.3, proizvodni in skladiščni prostor | proizvodni in skladiščni prostor,15,,,,401142.52,46312.38,2025
895588,1300,BREŽICE,BREŽICE,352,2,,BREŽICE,KETTEJEVA ULICA,1,,2,2,0,,,,51.76,,,,1956,2 - stanovanje,nadstropje,,54.9,42.9," bivalni prostor | klet | odprta terasa, balkon, loža",51.76,,,,546483.73,85261.8,2025
896123,2015,GORENJI LOGATEC,LOGATEC,429,12,,LOGATEC,TABOR,29,,12,2,1,,,,37.8,,,,1800,2 - stanovanje,pritličje,,37.8,36.1, bivalni prostor | klet,36.1,,,,438248.16,86057.4,2025
895558,2605,KOPER,KOPER,1070,1,,,,,,,14,1,,,,32.6,,,,1973,21 - skladišče,pritličje,,3549.9,3549.9, proizvodni in skladiščni prostor | proizvodni in skladiščni prostor | proizvodni in skladiščni prostor,32.6,,,,401788.87,46609.14,2025
895332,2594,ANKARAN,ANKARAN,470,1,DCS TRAMACO,,,,,,5,1,2,,,13.2,,,,2023,9 - poslovni del stavbe,pritličje,,53.6,53.6, poslovni prostor,,,,,403194.89,47363.16,2025
895644,2605,KOPER,KOPER,1198,8,delilnica hrane objekt Pristan,KOPER,VOJKOVO NABREŽJE,32,A,1,9,0,2,,,594.35,,,,1985,7 - prehrambni gostinski obrat,pritličje,,1585.5,715.4," lokal, prodajalna | odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor | zaprta terasa, balkon, loža",594.35,0,,,401386.71,46177.79,2025
895418,2594,ANKARAN,ANKARAN,472,1,INTERSERVICE,,,,,,5,1,2,,,13.2,,,,2023,9 - poslovni del stavbe,pritličje,,53.3,53.3, poslovni prostor,13.2,,,,403192.15,47332.97,2025
895169,661,LIMBUŠ,MARIBOR,1206,1,,,,,,,5,1,2,,,152.9,,,,1960,9 - poslovni del stavbe,pritličje,,237.1,152.9, poslovni prostor,152.9,,,,545776.45,157955.15,2025
895387,2594,ANKARAN,ANKARAN,470,1,GEOŠPED,,,,,,5,1,2,,,13.2,,,,2023,9 - poslovni del stavbe,pritličje,,53.6,53.6, poslovni prostor,13.2,,,,403194.89,47363.16,2025
891618,1738,DRAVLJE,LJUBLJANA,1791,3,N02,LJUBLJANA,CESTA LJUBLJANSKE BRIGADE,9,A,3,5,1,3,,,81.81,,,,1970,1220301 - Poslovni prostori,pritličje,,498.8,498.8, poslovni prostor,81.81,,,,460000.33,104801.1,2025
891651,1723,VIČ,LJUBLJANA,4074,1,PISARNA PRITLIČJE,LJUBLJANA,CESTA V GORICE,1,,,5,0,2,,,50,,,,2000,9 - poslovni del stavbe,pritličje,,1339,1062.4, poslovni prostor,50,,,,458390.11,99558.7,2025
891634,1725,AJDOVŠČINA,LJUBLJANA,585,90,,LJUBLJANA,AJDOVŠČINA,4,,90,5,0,3,,,184.77,,,,1980,9 - poslovni del stavbe,nadstropje,,1267.7,1267.7, poslovni prostor,184.77,,,,461694.78,101640.61,2025
891635,1725,AJDOVŠČINA,LJUBLJANA,585,48,,LJUBLJANA,AJDOVŠČINA,4,,48,15,0,,,,47.4,,,,1980,21 - skladišče,klet,,47.4,47.4, proizvodni in skladiščni prostor,47.4,,,,461694.78,101640.61,2025
891624,1725,AJDOVŠČINA,LJUBLJANA,585,90,,LJUBLJANA,AJDOVŠČINA,4,,90,5,0,3,,,190,,,,1980,9 - poslovni del stavbe,nadstropje,,1267.7,1267.7, poslovni prostor,190,,,,461694.78,101640.61,2025
891653,2455,SEŽANA,SEŽANA,2928,1,,SEŽANA,PARTIZANSKA CESTA,123,H,,11,0,,,,360,,,,1985,17 - Del stavbe za industrijsko rabo,pritličje,,360,360, proizvodni in skladiščni prostor,360,,,,410141.59,62860.83,2025
891647,2392,AJDOVŠČINA,AJDOVŠČINA,1058,2,,AJDOVŠČINA,VIPAVSKA CESTA,6,E,2,6,1,3,,,100,,,,1998,1220301 - Poslovni prostori,pritličje,,446.5,446.5, proizvodni in skladiščni prostor,,,,,415360.9,83030.02,2025
891649,1725,AJDOVŠČINA,LJUBLJANA,597,6,,LJUBLJANA,SLOVENSKA CESTA,56,,2,15,1,,,,174,,,,1965,9 - poslovni del stavbe,klet,,1271.6,1271.6, poslovni prostor,174,,,,461807.15,101945.59,2025
891652,1379,SEVNICA,SEVNICA,1164,1,obrat kopit,,,,,,11,1,,,,129.94,,,,1969,1220301 - Poslovni prostori,nadstropje,,486.4,208.2, poslovni prostor | proizvodni in skladiščni prostor | prostor za množično uporabo | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor,129.94,,,,523321.52,97281.55,2025
891629,1725,AJDOVŠČINA,LJUBLJANA,585,90,,LJUBLJANA,AJDOVŠČINA,4,,90,5,0,3,,,46.85,,,,1980,9 - poslovni del stavbe,nadstropje,,1267.7,1267.7, poslovni prostor,46.85,,,,461694.78,101640.61,2025
891642,1075,OSTROŽNO,CELJE,2999,3,,,,,,,5,1,2,,,109.14,,,,2018,1220301 - Poslovni prostori,nadstropje,,416.7,364.4, poslovni prostor | skupni komunikacijski prostor,109.14,,,,519892.16,122007.32,2025
891632,1725,AJDOVŠČINA,LJUBLJANA,585,90,,LJUBLJANA,AJDOVŠČINA,4,,90,5,0,3,,,200.53,,,,1980,9 - poslovni del stavbe,nadstropje,,1267.7,1267.7, poslovni prostor,200.53,,,,461694.78,101640.61,2025
891634,1725,AJDOVŠČINA,LJUBLJANA,585,47,,LJUBLJANA,AJDOVŠČINA,4,,47,15,0,,,,70.7,,,,1980,21 - skladišče,klet,,70.7,70.7, proizvodni in skladiščni prostor,70.7,,,,461694.78,101640.61,2025
891635,1725,AJDOVŠČINA,LJUBLJANA,585,92,,LJUBLJANA,AJDOVŠČINA,4,,92,5,1,3,,,506.37,,,,1980,9 - poslovni del stavbe,nadstropje,,590.5,590.5, poslovni prostor,506.37,,,,461694.78,101640.61,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,218,9N.44,MARIBOR,ULICA EVE LOVŠE,7,,210,5,1,3,,,22,,,,2022,9 - poslovni del stavbe,nadstropje,,22,22, poslovni prostor,22,,,,549184.33,155614.96,2025
891615,1738,DRAVLJE,LJUBLJANA,1791,3,P03,LJUBLJANA,CESTA LJUBLJANSKE BRIGADE,9,A,3,5,1,3,,,14.81,,,,1970,9 - poslovni del stavbe,pritličje,,498.8,498.8, poslovni prostor,14.81,,,,460000.33,104801.1,2025
891616,1738,DRAVLJE,LJUBLJANA,1791,3,P03,LJUBLJANA,CESTA LJUBLJANSKE BRIGADE,9,A,3,5,1,3,,,14.81,,,,1970,9 - poslovni del stavbe,pritličje,,498.8,498.8, poslovni prostor,14.81,,,,460000.33,104801.1,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,334,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,308,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,310,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,307,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,309,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
891581,2029,STARI DVOR,ŠKOFJA LOKA,778,7,,,,,,7,11,0,,,,650.2,,,,1979,21 - skladišče,nadstropje,,650.2,650.2, proizvodni in skladiščni prostor,650.2,,,,448537.31,114947.34,2025
891581,2029,STARI DVOR,ŠKOFJA LOKA,778,8,,,,,,,11,0,,,,13.2,,,,1979,38 - skupne sanitarije,nadstropje,,13.2,0, skupne sanitarije,13.2,,,,448537.31,114947.34,2025
891621,678,SPODNJE RADVANJE,MARIBOR,2553,38,,MARIBOR,KARDELJEVA CESTA,57,,38,2,0,,,,55.93,,,,1978,2 - stanovanje,nadstropje,,57.8,51.4," bivalni prostor | klet | odprta terasa, balkon, loža",,0,,,548644.08,156029.83,2025
891644,657,MARIBOR-GRAD,MARIBOR,1608,3,102/2024,MARIBOR,GOSPOSKA ULICA,23,,3,5,1,2,,,49,,,,1960,12 - del stavbe za opravljanje storitev,pritličje,,169.9,169.9," lokal, prodajalna",49,,,,549556.46,157976.35,2025
891619,1738,DRAVLJE,LJUBLJANA,1791,1,,LJUBLJANA,CESTA LJUBLJANSKE BRIGADE,9,a,1,11,0,,,,2416.6,,,,1970,21 - skladišče,klet,,2416.6,2416.6, proizvodni in skladiščni prostor,2416.6,,,,460000.33,104801.1,2025
891634,1725,AJDOVŠČINA,LJUBLJANA,585,22,,LJUBLJANA,AJDOVŠČINA,4,,22,4,0,,,,15,,,,1980,15 - garaža,klet,,50,50, garaža,15,,,,461694.78,101640.61,2025
891614,2140,PODREČA,KRANJ,196,1,,PODREČA,PODREČA,115,,,16,1,,,,35,,,,1989,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,pritličje,,284.4,109.7," bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica",35,,,,454484.04,114824.22,2025
891646,1725,AJDOVŠČINA,LJUBLJANA,585,48,,LJUBLJANA,AJDOVŠČINA,4,,48,4,0,,,,15,,,,1980,21 - skladišče,klet,,47.4,47.4, proizvodni in skladiščni prostor,15,,,,461694.78,101640.61,2025
891652,1379,SEVNICA,SEVNICA,1167,1,nova linija,,,,,,11,1,,,,23.82,,,,1975,1251001 - Industrijski del stavbe,pritličje,,872,872, proizvodni in skladiščni prostor,23.82,,,,523345.7,97366.95,2025
891638,1075,OSTROŽNO,CELJE,2197,1,,CELJE,IPAVČEVA ULICA,21,,1,11,0,,,,234,,,,1960,1220301 - Poslovni prostori,pritličje,,3300,3300, poslovni prostor,234,,,,519944.51,122048.59,2025
891613,1077,CELJE,CELJE,109,1,A-IC-1,CELJE,LJUBLJANSKA CESTA,37,,,5,0,3,,,60,,,,1971,1230401 - Prostori za storitvene dejavnosti,klet,,863.5,673.1," lokal, prodajalna",,,,,519155.18,121675.64,2025
891644,657,MARIBOR-GRAD,MARIBOR,1608,1,102/2024,MARIBOR,GOSPOSKA ULICA,23,,,5,1,3,,,1091,,,,1960,9 - poslovni del stavbe,pritličje,,1235.1,1235.1, poslovni prostor,1091,,,,549556.46,157976.35,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,219,9N.44,MARIBOR,ULICA EVE LOVŠE,7,,211,5,1,3,,,21,,,,2022,9 - poslovni del stavbe,nadstropje,,21,21, poslovni prostor,21,,,,549184.33,155614.96,2025
891611,678,SPODNJE RADVANJE,MARIBOR,3031,302,,,,,,,3,1,,,,12.5,,,,2022,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,549184.33,155614.96,2025
891645,1456,NOVO MESTO,NOVO MESTO,748,1,,NOVO MESTO,NOVI TRG,3,,,5,1,3,,,52,,,,1980,"49 - banka, pošta, zavarovalnica",pritličje,,624.2,594.1, poslovni prostor,52,,,,512841.14,73882.33,2025
891648,1725,AJDOVŠČINA,LJUBLJANA,585,92,,LJUBLJANA,AJDOVŠČINA,4,,92,5,1,3,,,29.55,,,,1980,9 - poslovni del stavbe,nadstropje,,590.5,590.5, poslovni prostor,29.55,,,,461694.78,101640.61,2025
891627,1725,AJDOVŠČINA,LJUBLJANA,585,90,,LJUBLJANA,AJDOVŠČINA,4,,90,5,0,3,,,30.25,,,,1980,9 - poslovni del stavbe,nadstropje,,1267.7,1267.7, poslovni prostor,30.25,,,,461694.78,101640.61,2025
891639,1077,CELJE,CELJE,1020,2,,CELJE,VRUNČEVA ULICA,2,a,2,5,1,2,,,51,,,,1981,"49 - banka, pošta, zavarovalnica",pritličje,,467.4,467.4, poslovni prostor,51,,,,520562.36,121500.52,2025
891624,1725,AJDOVŠČINA,LJUBLJANA,585,22,,LJUBLJANA,AJDOVŠČINA,4,,22,4,0,,,,45,,,,1980,15 - garaža,klet,,50,50, garaža,45,,,,461694.78,101640.61,2025
891625,1725,AJDOVŠČINA,LJUBLJANA,585,90,,LJUBLJANA,AJDOVŠČINA,4,,90,5,0,3,,,52.4,,,,1980,9 - poslovni del stavbe,nadstropje,,1267.7,1267.7, poslovni prostor,52.4,,,,461694.78,101640.61,2025
891643,1938,MENGEŠ,MENGEŠ,1235,1,,,,,,,11,0,,,,140,,,,1902,33 - klet,pritličje,,518.4,518.4, klet,140,,,,466818.47,113746.1,2025
891612,1456,NOVO MESTO,NOVO MESTO,629,1,"N2 05, N3 15",NOVO MESTO,SEIDLOVA CESTA,5,,,5,1,3,,,25.8,,,,1980,"49 - Banka, pošta, zavarovalnica",pritličje,,3011.2,2144.3," odprta terasa, balkon, loža | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",25.8,,,,512741.94,74056.23,2025
891641,1075,OSTROŽNO,CELJE,2999,3,,,,,,,5,1,2,,,109.14,,,,2018,1220301 - Poslovni prostori,nadstropje,,416.7,364.4, poslovni prostor | skupni komunikacijski prostor,109.14,,,,519892.16,122007.32,2025
