ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,INTERNA_OZNAKA_ODDANIH_PROSTOROV,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_ODDANIH_PROSTOROV,OPREMLJENOST_ODDANIH_PROSTOROV,MIKROLOKACIJA_ODDANIH_PROSTOROV,IZLOZBA,NAKUPOVALNI_CENTER,POVRSINA_ODDANIH_PROSTOROV,POVRSINA_ODDANIH_PROSTOROV_ENAKA_DELU_STAVBE,POGODBENA_NAJEMNINA_POSAMEZNIH_ODDANIH_PROSTOROV,OPOMBE_O_ODDANIH_PROSTORIH,LETO_IZGRADNJE_STAVBE,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA_DELA_STAVBE,PROSTORI_DELA_STAVBE,UPORABNA_POVRSINA_ODDANIH_PROSTOROV,GOSTINSKI_VRT,VKLJUCENOST_GOSTINSKEGA_VRTA_V_NAJEMNINO,POVRSINA_GOSTINSKEGA_VRTA,E_CENTROID,N_CENTROID,LETO
891997,655,MELJE,MARIBOR,158,1,,Maribor,Einspielerjeva ulica,31,,,5,0,,,,45,,,,1900,1220301 - Poslovni prostori,pritličje,,2749.6,2749.6, proizvodni in skladiščni prostor,,,,,551026.07,158298.88,2025
891998,1731,UDMAT,LJUBLJANA,844,112,,LJUBLJANA,ROJČEVA ULICA,7,,112,2,1,,,,69.6,,,,1961,2 - stanovanje,nadstropje,,69.6,66, bivalni prostor | klet,,,,,463816.18,101987.7,2025
892000,680,TEZNO,MARIBOR,4263,6,,MARIBOR,ZAGREBŠKA CESTA,83,,6,15,1,,,,222.1,,,"Poslovni prostor se odda v najem skupaj z vgrajeno tehnološko opremo kuhinje in 2 parkirna mesti, za katere se obračuna najemnina posebej in ni upoštevana v navedeni pogodbeni najemnini.",1995,"1211202 - Restavracija, gostilna",klet,,222.1,222.1," lokal, prodajalna",,,,,550914.88,154998.52,2025
891370,681,POBREŽJE,MARIBOR,2585,1,,Maribor,Ulica heroja Vojka,17,,1,2,0,,,,57.65,,,,1917,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,pritličje,,53.6,46.6, bivalni prostor | klet,,,,,550230.86,156428.23,2025
891368,1398,BISTRICA,ŠENTRUPERT,1203,1,,PRELESJE,PRELESJE,34,A,1,8,1,3,,,28,,,,1998,"1211202 - Restavracija, gostilna",pritličje,,681.9,628.5," lokal, prodajalna | prostor z omejeno uporabo",28,,,,507864.94,91210.52,2025
891367,2003,VERD,VRHNIKA,290,1,,VERD,BRIGADIRSKA CESTA,7,,2,5,1,2,,,35.6,,,,1975,1 - stanovanje v enostanovanjski stavbi,nadstropje,,167.7,102.2," bivalni prostor | garaža | klet | odprta terasa, balkon, loža",35.6,,,,445972.88,91822.85,2025
891364,1077,CELJE,CELJE,1385,37,,CELJE,GOSPOSKA ULICA,2,,13,2,0,,,,63.2,,,,1890,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,63.2,63.2, bivalni prostor,63.2,,,,520363.05,120929.31,2025
891363,1739,ZGORNJA ŠIŠKA,LJUBLJANA,6841,1,,,,,,1,11,1,,,,70,,,,1950,17 - del stavbe za industrijsko rabo,pritličje,,1456.1,1456.1, proizvodni in skladiščni prostor,70,,,,460925.96,104646.72,2025
891366,2605,KOPER,KOPER,154,2,,KOPER,GLAGOLJAŠKA ULICA,6,,2,2,1,,,,56.7,,,,1900,2 - stanovanje,pritličje,,56.7,45.9, bivalni prostor,45.9,,,,400649.21,46205.07,2025
891369,681,POBREŽJE,MARIBOR,752,21,,MARIBOR,CESTA XIV. DIVIZIJE,11,,35,2,1,,,,45.3,,,,1957,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,45.3,39.5, bivalni prostor,,,,,550699,157243.5,2025
894787,1871,TRBOVLJE,TRBOVLJE,2313,26,26,TRBOVLJE,TRG REVOLUCIJE,16,,26,2,1,,,,44.4,,,"Stanovanje je delno opremljeno. Zaradi investicijskih vlaganj (zamenjava vhoda, notranjih vrat, prestavitev stene ipd) se za obdobje 6 mesecev najemniku prizna 50% popust na najemnino.",1970,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,44.4,40.9," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,503242.83,111836.39,2025
894816,1871,TRBOVLJE,TRBOVLJE,2302,18,,Trbovlje,Trg revolucije,2,A,18,2,1,,,,62.5,,,,1985,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,62.5,60," bivalni prostor | klet | odprta terasa, balkon, loža",60,,,,503131.91,111798.92,2025
894817,678,SPODNJE RADVANJE,MARIBOR,2907,2,7,MARIBOR,TRŽAŠKA CESTA,40,,2,5,1,3,,,20,,,,2008,1220301 - Poslovni prostori,nadstropje,,329.5,329.5, poslovni prostor | skupni komunikacijski prostor | tehnični prostor,20,,,,549548.06,155490.31,2025
894819,1871,TRBOVLJE,TRBOVLJE,2302,18,,Trbovlje,Trg revolucije,2,A,18,2,1,,,,62.5,,,,1985,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,62.5,60," bivalni prostor | klet | odprta terasa, balkon, loža",60,,,,503131.91,111798.92,2025
894815,1886,ZAGORJE-MESTO,ZAGORJE OB SAVI,809,210,Mitja Žerko,Zagorje ob Savi,Cesta 9. avgusta,8,C,10,8,0,2,,,12.3,,,,1982,1230401 - Prostori za storitvene dejavnosti,pritličje,,12.3,11.2," lokal, prodajalna",12.3,,,,499706.01,110491.49,2025
894818,1871,TRBOVLJE,TRBOVLJE,2302,18,,Trbovlje,Trg revolucije,2,A,18,2,1,,,,62.5,,,,1985,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,62.5,60," bivalni prostor | klet | odprta terasa, balkon, loža",60,,,,503131.91,111798.92,2025
894786,1855,HRASTNIK-MESTO,HRASTNIK,554,7,pisarna PIZ,HRASTNIK,NASELJE ALEŠA KAPLE,9,a,7,5,1,1,,,24.7,,,,1986,10 - trgovski del stavbe,pritličje,,174.7,174.7," lokal, prodajalna",24.7,,,,506546.49,111961.85,2025
894792,1871,TRBOVLJE,TRBOVLJE,2313,26,26,TRBOVLJE,TRG REVOLUCIJE,16,,26,2,1,,,,44.4,,,"Stanovanje je delno opremljeno. Zaradi investicijskih vlaganj (zamenjava vhoda, notranjih vrat, prestavitev stene ipd) se za obdobje 6 mesecev najemniku prizna 50% popust na najemnino.",1970,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,44.4,40.9," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,503242.83,111836.39,2025
894785,1855,HRASTNIK-MESTO,HRASTNIK,554,7,trgovina Agrolit,HRASTNIK,NASELJE ALEŠA KAPLE,9,a,7,6,0,2,,,150,,,,1986,10 - trgovski del stavbe,pritličje,,174.7,174.7," lokal, prodajalna",150,,,,506546.49,111961.85,2025
894873,1577,KOČEVJE,KOČEVJE,294,1,,KOČEVJE,ŠEŠKOVA ULICA,16,,1,2,1,,,,22.4,,,,1910,2 - stanovanje,nadstropje,,153,107.6, bivalni prostor | klet,22.4,,,,489045.48,55823.87,2025
894803,1753,VIŽMARJE,LJUBLJANA,1190,1,,LJUBLJANA,ULICA BRATOV KNAPIČ,20,,,1,1,,,,22.45,,,,1972,1 - stanovanje v enostanovanjski stavbi,pritličje,,225.5,130.6," bivalni prostor | garaža | klet | odprta terasa, balkon, loža",13,,,,458292.43,108087.43,2025
894825,1871,TRBOVLJE,TRBOVLJE,193,10,,TRBOVLJE,DOM IN VRT,46,,10,2,1,,,,48.4,,,Najemnina se zaradi investiranja najemnika za čas najema zniža za 50 EUR/mesec.,1961,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,48.4,45," bivalni prostor | klet | odprta terasa, balkon, loža",45,,,,503886.88,112572.49,2025
894821,1871,TRBOVLJE,TRBOVLJE,2302,18,,Trbovlje,Trg revolucije,2,A,18,2,1,,,,62.5,,,,1985,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,62.5,60," bivalni prostor | klet | odprta terasa, balkon, loža",60,,,,503131.91,111798.92,2025
894824,1871,TRBOVLJE,TRBOVLJE,2302,18,,Trbovlje,Trg revolucije,2,A,18,2,1,,,,62.5,,,,1985,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,62.5,60," bivalni prostor | klet | odprta terasa, balkon, loža",60,,,,503131.91,111798.92,2025
900833,1095,VITANJE,VITANJE,266,2,,VITANJE,DOLIŠKA CESTA,24,a,,15,1,,,,23,,,,1980,1 - stanovanje v enostanovanjski stavbi,nadstropje,,270,270, bivalni prostor,,,,,522902.33,138406.94,2025
897744,1820,GORENJA VAS,IVANČNA GORICA,710,1,prostor H in I v pritljičju 710-12,IVANČNA GORICA,SOKOLSKA ULICA,7,,1,5,0,2,,,120,,,,2003,10 - trgovski del stavbe,pritličje,,376.2,352.2," lokal, prodajalna | tehnični prostor",120,,,,484854.11,88733.14,2025
897739,2455,SEŽANA,SEŽANA,3002,1,,SEŽANA,PARTIZANSKA CESTA,71,g,1,5,0,2,,,483.77,,,,2024,9 - poslovni del stavbe,pritličje,,873.6,680.7," odprta terasa, balkon, loža | poslovni prostor | skupne sanitarije | skupni komunikacijski prostor | tehnični prostor",483.77,,,,410987.96,63289.31,2025
897706,1074,SPODNJA HUDINJA,CELJE,1799,1,,,,,,,15,0,,,,400,,,,1960,1251001 - Industrijski del stavbe,,,884.7,884.7, proizvodni in skladiščni prostor,,,,,521443.36,122128.11,2025
897712,636,KAMNICA,MARIBOR,746,3,,KAMNICA,VRBANSKA CESTA,96,,3,2,1,,,,47.2,,,,1870,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,,,47.2,47.2, bivalni prostor,,,,,547243.15,159530.7,2025
897714,636,KAMNICA,MARIBOR,746,5,,KAMNICA,VRBANSKA CESTA,96,,5,2,0,,,,37.6,,,,1870,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,37.6,37.6, bivalni prostor,,,,,547243.15,159530.7,2025
897735,2455,SEŽANA,SEŽANA,3287,1,,SEŽANA,PARTIZANSKA CESTA,133,c,,11,0,,,,706.3,,,,2012,17 - del stavbe za industrijsko rabo,pritličje,,706.3,706.3, proizvodni in skladiščni prostor,706.3,,,,410760,63011.13,2025
897748,1820,GORENJA VAS,IVANČNA GORICA,710,1,2. etaža,IVANČNA GORICA,SOKOLSKA ULICA,7,,1,6,0,3,,,120,,,,2003,10 - trgovski del stavbe,pritličje,,376.2,352.2," lokal, prodajalna | tehnični prostor",120,,,,484854.11,88733.14,2025
897715,2631,PORTOROŽ,PIRAN,1888,1,,,,,,,12,1,,,,66,,,,1990,1211102 - Apartma,,,,,-,,,,,390134.03,42807.63,2025
897715,2631,PORTOROŽ,PIRAN,1845,1,,,,,,,12,1,,,,57.6,,,,1990,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,,,,,-,,,,,390151.42,42819.91,2025
897715,2631,PORTOROŽ,PIRAN,1843,1,,Portorož,Letoviška pot,11,,,12,1,,,,358.2,,,,1980,1211102 - Apartma,,,,,-,,,,,390207.29,42811.98,2025
897715,2631,PORTOROŽ,PIRAN,1873,1,,Portorož,Letoviška pot,4,,,12,1,,,,68.4,,,,1990,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,,,,,-,,,,,390138.89,42811,2025
897715,2631,PORTOROŽ,PIRAN,1858,1,,,,,,,12,1,,,,61.2,,,,1990,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,,,,,-,,,,,390146.61,42815.24,2025
897713,2100,KRANJ,KRANJ,2232,278,,KRANJ,LJUBLJANSKA CESTA,1,,,3,0,,,,12.5,,,,2012,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,12.5,,,,450273.95,122585.3,2025
897713,2100,KRANJ,KRANJ,2232,76,,KRANJ,LJUBLJANSKA CESTA,1,,,5,0,2,,,35.3,,,,2012,9 - poslovni del stavbe,pritličje,,35.3,0, nedokončan prostor,,,,,450273.95,122585.3,2025
897722,1868,KNEZDOL,TRBOVLJE,3,116,,GABRSKO,,12,,116,5,1,3,,,26.3,,,,1985,9 - poslovni del stavbe,nadstropje,,304.3,0, poslovni prostor,,,,,504174.69,114671.71,2025
897725,1868,KNEZDOL,TRBOVLJE,3,105,,GABRSKO,,12,,105,5,0,2,,,44.01,,,,1985,9 - poslovni del stavbe,pritličje,,939,0, poslovni prostor,,,,,504174.69,114671.71,2025
897718,1868,KNEZDOL,TRBOVLJE,3,221,,GABRSKO,,12,,221,15,0,,,,41.44,,,,1985,17 - del stavbe za industrijsko rabo,pritličje,,114.3,114.3, proizvodni in skladiščni prostor,41.44,,,,504174.69,114671.71,2025
897718,1868,KNEZDOL,TRBOVLJE,3,102,,GABRSKO,,12,,102,15,0,,,,90.24,,,,1985,9 - poslovni del stavbe,pritličje,,133.8,0, poslovni prostor,90.24,,,,504174.69,114671.71,2025
897719,1868,KNEZDOL,TRBOVLJE,3,221,,GABRSKO,,12,,221,15,0,,,,41.44,,,,1985,17 - del stavbe za industrijsko rabo,pritličje,,114.3,114.3, proizvodni in skladiščni prostor,41.44,,,,504174.69,114671.71,2025
897717,1868,KNEZDOL,TRBOVLJE,3,102,,GABRSKO,,12,,102,15,0,,,,90.24,,,,1985,9 - poslovni del stavbe,pritličje,,133.8,0, poslovni prostor,90.24,,,,504174.69,114671.71,2025
897721,1868,KNEZDOL,TRBOVLJE,3,105,,GABRSKO,,12,,105,11,0,,,,154.43,,,,1985,9 - poslovni del stavbe,pritličje,,939,0, poslovni prostor,,,,,504174.69,114671.71,2025
897730,2156,RADOVLJICA,RADOVLJICA,100,43,,RADOVLJICA,GRADNIKOVA CESTA,119,,2,2,0,,,,61.04,,,,1973,2 - stanovanje,pritličje,,64.7,54," bivalni prostor | klet | odprta terasa, balkon, loža",,0,,,436056.07,134946.52,2025
897708,1074,SPODNJA HUDINJA,CELJE,1802,1,,CELJE,BEŽIGRAJSKA CESTA,2,D,1,11,0,,,,100,,,,1960,1251001 - Industrijski del stavbe,pritličje,,5407,5407, proizvodni in skladiščni prostor,,,,,521381.75,122135.81,2025
897747,1754,ŠENTVID NAD LJUBLJANO,LJUBLJANA,423,1,pritljičje in klet in dvoriščni del z lopo,LJUBLJANA,PRUŠNIKOVA ULICA,73,,,6,0,2,,,295.49,,,,1920,10 - trgovski del stavbe,pritličje,,633,350," lokal, prodajalna | poslovni prostor | proizvodni in skladiščni prostor | skupne sanitarije | tehnični prostor",,,,,458852.13,106323.33,2025
897738,1738,DRAVLJE,LJUBLJANA,1360,14,/,LJUBLJANA,STEGNE,21,c,8,5,1,2,,,202.9,,,,1986,9 - poslovni del stavbe,pritličje,,205,205, poslovni prostor,202.9,,,,459946.46,105254.79,2025
897724,1868,KNEZDOL,TRBOVLJE,3,105,,GABRSKO,,12,,105,5,0,2,,,44.01,,,,1985,9 - poslovni del stavbe,pritličje,,939,0, poslovni prostor,,,,,504174.69,114671.71,2025
897728,2401,VIPAVA,VIPAVA,122,6,,VIPAVA,CESTA 18. APRILA,5,,6,2,0,,,,56.9,,,,1978,2 - stanovanje,nadstropje,,59.2,51.1," bivalni prostor | klet | odprta terasa, balkon, loža",,0,,,419297.17,78846.06,2025
897719,1868,KNEZDOL,TRBOVLJE,3,102,,GABRSKO,,12,,102,15,0,,,,90.24,,,,1985,9 - poslovni del stavbe,pritličje,,133.8,0, poslovni prostor,90.24,,,,504174.69,114671.71,2025
897707,1074,SPODNJA HUDINJA,CELJE,1802,1,,CELJE,BEŽIGRAJSKA CESTA,2,D,1,11,0,,,,265,,,,1960,1251001 - Industrijski del stavbe,pritličje,,5407,5407, proizvodni in skladiščni prostor,,,,,521381.75,122135.81,2025
897732,1868,KNEZDOL,TRBOVLJE,3,105,,GABRSKO,,12,,105,5,0,2,,,44.01,,,,1985,9 - poslovni del stavbe,pritličje,,939,0, poslovni prostor,,,,,504174.69,114671.71,2025
897741,1737,TABOR,LJUBLJANA,2033,65,,LJUBLJANA,MASARYKOVA CESTA,12,,60,2,1,,,,120.6,,,,2022,2 - stanovanje,nadstropje,,120.6,99.3," bivalni prostor | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža",99.3,,,,462349.59,102070.62,2025
897745,1737,TABOR,LJUBLJANA,534,11,,LJUBLJANA,DALMATINOVA ULICA,11,,11,6,0,2,,,98.3,,,,1911,10 - trgovski del stavbe,nadstropje,,98.3,98.3," lokal, prodajalna",98.3,,,,461909.43,101678.03,2025
897751,1026,LAŠKO,LAŠKO,285,9,,LAŠKO,KIDRIČEVA ULICA,2,,9,2,0,,,,27.69,,,,1989,2 - stanovanje,nadstropje,,28.3,27, bivalni prostor | klet,,,,,518286.74,112651.81,2025
897717,1868,KNEZDOL,TRBOVLJE,3,221,,GABRSKO,,12,,221,15,0,,,,41.44,,,,1985,17 - del stavbe za industrijsko rabo,pritličje,,114.3,114.3, proizvodni in skladiščni prostor,41.44,,,,504174.69,114671.71,2025
897727,1732,ŠTEPANJA VAS,LJUBLJANA,422,75,,,,,,75,4,0,,,,14.03,,,,1981,15 - garaža,pritličje,,13.5,13.5, garaža,,0,,,464979.85,101515.13,2025
897729,753,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,1164,2,,SLOVENSKA BISTRICA,TOMŠIČEVA ULICA,38,,2,2,0,,,,76.67,,,,1977,2 - stanovanje,nadstropje,,90.4,72.8," bivalni prostor | klet | odprta terasa, balkon, loža",,0,,,542960.33,139600.65,2025
897716,1868,KNEZDOL,TRBOVLJE,3,116,,GABRSKO,,12,,116,5,1,3,,,22.74,,,,1985,9 - poslovni del stavbe,nadstropje,,304.3,0, poslovni prostor,22.74,,,,504174.69,114671.71,2025
897723,1868,KNEZDOL,TRBOVLJE,3,210,,GABRSKO,,12,,118,5,1,3,,,27.8,,,,1985,9 - poslovni del stavbe,nadstropje,,136.1,136.1, poslovni prostor,,,,,504174.69,114671.71,2025
897749,1822,MULJAVA,IVANČNA GORICA,148,4,,MULJAVA,,22,a,4,15,0,,,,179.1,,,,1992,21 - skladišče,klet,,179.1,179.1, proizvodni in skladiščni prostor,179.1,,,,484460.79,84626.55,2025
897750,1032,ŠENTRUPERT,LAŠKO,90,3,,ŠENTRUPERT,,93,a,3,2,0,,,,28.88,,,,1956,2 - stanovanje,nadstropje,,49.7,30.3, bivalni prostor | klet,,,,,526943.05,114217.12,2025
897731,1868,KNEZDOL,TRBOVLJE,3,105,,GABRSKO,,12,,105,5,0,2,,,44.01,,,,1985,9 - poslovni del stavbe,pritličje,,939,0, poslovni prostor,,,,,504174.69,114671.71,2025
897738,1738,DRAVLJE,LJUBLJANA,1360,13,/,LJUBLJANA,STEGNE,21,c,7,5,1,2,,,496.4,,,,1986,9 - poslovni del stavbe,pritličje,,503.4,503.4, poslovni prostor,496.4,,,,459946.46,105254.79,2025
897742,1722,TRNOVSKO PREDMESTJE,LJUBLJANA,861,1,05,LJUBLJANA,TBILISIJSKA ULICA,61,,,5,1,2,,,14.34,,,,1972,9 - poslovni del stavbe,pritličje,,1986.5,1986.5, poslovni prostor,14.34,,,,459557.39,99905.04,2025
897947,2392,AJDOVŠČINA,AJDOVŠČINA,679,1,,AJDOVŠČINA,TOVARNIŠKA CESTA,13,,1,5,0,2,,,10.9,,,,1960,9 - poslovni del stavbe,pritličje,,330.1,330.1, poslovni prostor | poslovni prostor,10.9,,,,415027.51,83164.09,2025
897952,2192,RIBNO,BLED,751,5,,BODEŠČE,BODEŠČE,20,B,5,2,1,,,,63.18,,,,2007,2 - stanovanje,nadstropje,,63.2,54.5," bivalni prostor | klet | odprta terasa, balkon, loža",,,,,433474.54,134354.71,2025
897951,1740,SPODNJA ŠIŠKA,LJUBLJANA,1689,9,,LJUBLJANA,JESENKOVA ULICA,8,,9,2,1,,,,55.6,,,,1936,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,55.6,38.9, bivalni prostor | klet | prostor z omejeno uporabo,,,,,461232.54,102457.76,2025
897932,2155,HRAŠE,,1723,1,,,,,,,1,1,,,,72.3,,,,2005,1 - Stanovanje v enostanovanjski stavbi,pritličje,,72.3,49.5," bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo",49.5,,,,434875.28,136831.63,2025
897947,2392,AJDOVŠČINA,AJDOVŠČINA,679,1,,AJDOVŠČINA,TOVARNIŠKA CESTA,13,,1,15,1,,,,5,,,,1960,9 - poslovni del stavbe,pritličje,,330.1,330.1, poslovni prostor | poslovni prostor,5,,,,415027.51,83164.09,2025
897930,2155,HRAŠE,,1723,1,,,,,,,1,1,,,,72.3,,,,2005,1 - Stanovanje v enostanovanjski stavbi,pritličje,,72.3,49.5," bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo",49.5,,,,434875.28,136831.63,2025
897953,2606,SEMEDELA,KOPER,915,19,,KOPER,PAHORJEVA ULICA,63,,15,2,1,,,,65.6,,,,1970,2 - stanovanje,nadstropje,,65.6,53.1," bivalni prostor | klet | odprta terasa, balkon, loža",53.1,,,,400718.27,44740.83,2025
897937,1483,KANDIJA,NOVO MESTO,575,6,,Novo mesto,Mušičeva ulica,12,,6,2,1,,,,58.7,,,,2006,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,58.7,55.1, bivalni prostor | klet,,,,,513545.93,73184.72,2025
897936,1483,KANDIJA,NOVO MESTO,575,6,,Novo mesto,Mušičeva ulica,12,,6,2,1,,,,58.7,,,,2006,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,58.7,55.1, bivalni prostor | klet,,,,,513545.93,73184.72,2025
897946,1725,AJDOVŠČINA,LJUBLJANA,346,15,,LJUBLJANA,DALMATINOVA ULICA,2,,15,5,0,3,,,43,,,,1963,9 - poslovni del stavbe,nadstropje,,253.4,190.1, poslovni prostor,,,,,461704.21,101686.19,2025
897948,2392,AJDOVŠČINA,AJDOVŠČINA,1908,1,2,AJDOVŠČINA,VIPAVSKA CESTA,4,g,,5,1,3,,,25,,,,2003,17 - del stavbe za industrijsko rabo,pritličje,,753.1,723.5, proizvodni in skladiščni prostor,25,,,,415372.59,83243.53,2025
897941,657,MARIBOR-GRAD,MARIBOR,1098,6,pisarna št. 2,MARIBOR,RAZLAGOVA ULICA,22,,6,5,0,3,,,8.2,,,,1974,9 - poslovni del stavbe,nadstropje,,78.7,78.7, poslovni prostor,8.2,,,,550144.73,158242.22,2025
897931,2155,HRAŠE,,1723,1,,,,,,,1,1,,,,72.3,,,,2005,1 - Stanovanje v enostanovanjski stavbi,pritličje,,72.3,49.5," bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo",49.5,,,,434875.28,136831.63,2025
897945,1730,MOSTE,LJUBLJANA,816,1,"N8, N9, N10, P4, P13",LJUBLJANA,KAJUHOVA ULICA,32,B,,5,1,2,,,101.32,,,,1980,9 - poslovni del stavbe,pritličje,,402.3,402.3, poslovni prostor,,,,,464348.57,102323.92,2025
897944,2370,DOL-OTLICA,AJDOVŠČINA,407,1,,OTLICA,,37,,,5,1,2,,,66.66,,,,1760,1 - stanovanje v enostanovanjski stavbi,pritličje,,131.4,94.3, bivalni prostor | garaža | klet,66.66,,,,415537.41,88279.72,2025
897949,2392,AJDOVŠČINA,AJDOVŠČINA,1908,1,,AJDOVŠČINA,VIPAVSKA CESTA,4,g,,5,1,3,,,26,,,,2003,17 - del stavbe za industrijsko rabo,pritličje,,753.1,723.5, proizvodni in skladiščni prostor,26,,,,415372.59,83243.53,2025
897950,2392,AJDOVŠČINA,AJDOVŠČINA,679,6,,AJDOVŠČINA,TOVARNIŠKA CESTA,13,,6,11,0,,,,128,,,,1960,1252002 - Skladišča,pritličje,,143.8,143.8, proizvodni in skladiščni prostor,128,,,,415027.5,83164.14,2025
897950,2392,AJDOVŠČINA,AJDOVŠČINA,679,1,,AJDOVŠČINA,TOVARNIŠKA CESTA,13,,1,5,0,2,,,9,,,,1960,1220301 - Poslovni prostori,pritličje,,330.1,330.1, poslovni prostor,9,,,,415027.5,83164.14,2025
897939,2392,AJDOVŠČINA,AJDOVŠČINA,2166,1,,AJDOVŠČINA,MIRCE,14,,,11,0,,,,483,,,,2020,17 - del stavbe za industrijsko rabo,pritličje,,6245.4,6245.4, proizvodni in skladiščni prostor,483,,,,414498,83026,2025
897940,2392,AJDOVŠČINA,AJDOVŠČINA,2166,1,,AJDOVŠČINA,MIRCE,14,,,11,0,,,,4373.4,,,,2020,17 - del stavbe za industrijsko rabo,pritličje,,6245.4,6245.4, proizvodni in skladiščni prostor,4373.4,,,,414498,83026,2025
897929,1961,TRZIN,TRZIN,1367,81,,TRZIN,ŠPRUHA,33,,3,5,1,3,,,116.5,,,,1999,9 - poslovni del stavbe,nadstropje,,116.5,88.9, poslovni prostor | skupni komunikacijski prostor,116.5,,,,465006.46,108644.03,2025
897938,2392,AJDOVŠČINA,AJDOVŠČINA,2166,1,,AJDOVŠČINA,MIRCE,14,,,8,0,2,,,100,,,,2020,17 - del stavbe za industrijsko rabo,pritličje,,6245.4,6245.4, proizvodni in skladiščni prostor,100,,,,414498,83026,2025
902217,2626,IZOLA,IZOLA,158,12,,IZOLA,DREVORED 1.MAJA,3,,7,2,1,,,,34.7,,,,1905,2 - Stanovanje,nadstropje,,34.7,28.1, bivalni prostor,28.1,,,,395356.85,44887.73,2025
901585,400,PTUJ,PTUJ,58,43,115,PTUJ,TRSTENJAKOVA ULICA,5,,43,5,1,3,,,73.4,,,,1996,9 - poslovni del stavbe,nadstropje,,73.4,73.4, poslovni prostor,73.4,,,,567178.66,142756.47,2025
903881,1035,JURKLOŠTER,LAŠKO,81,3,,JURKLOŠTER,,18,,3,2,0,,,,26.67,,,,1965,2 - stanovanje,pritličje,,38.9,30, bivalni prostor | klet,26.67,,,,525774.68,106203.83,2025
903880,222,JAMNA,SVETI JURIJ OB ŠČAVNICI,181,4,,SVETI JURIJ OB ŠČAVNICI,ULICA DR. ANTONA KOROŠCA,19,,2,2,0,,,,65.6,,,,1984,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,65.6,65.6, bivalni prostor,,,,,578415.44,159072.78,2025
902189,2636,BEŽIGRAD,LJUBLJANA,7804,25,I.nadstropje,LJUBLJANA,ŽELEZNA CESTA,16,,,5,1,3,,,20.5,,,,1996,9 - poslovni del stavbe,nadstropje,,350.3,292, poslovni prostor | skupne sanitarije | skupni komunikacijski prostor,,,,,462371.66,102661.02,2025
902716,1739,ZGORNJA ŠIŠKA,LJUBLJANA,6767,441,441,LJUBLJANA,RAKUŠEVA ULICA,18,,472,2,1,,,,29.6,,,,2009,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,nadstropje,,29.6,25.1," bivalni prostor | odprta terasa, balkon, loža",,,,,460208.01,104303.99,2025
901985,1074,SPODNJA HUDINJA,CELJE,2568,1,,,,,,,11,1,,,,1659.49,,,,1973,21 - skladišče,pritličje,,26190.2,26190.2, proizvodni in skladiščni prostor | proizvodni in skladiščni prostor | proizvodni in skladiščni prostor,1659.49,,,,521779.79,123339.02,2025
